Name,SOS#,Assn Type,# of Units,Telephone,Address1,Address2,City,State,Zip Code,County,Firm_Normalized,Firm_Final,Firm_ByPhone,Firm_ByAddress,Address2_Normalized,Name_Changed_Flag
COPPER BLUFFS HOMEOWNERS ASSOCIATION,15948-1996,SUB,143,(702) 345-2200,C/O COLONIAL PROPERTY MANAGEMENT,736 W PIONEER BLVD STE 200,MESQUITE,NV,89027,Clark,associa sierra north,associa sierra north,associa sierra north,associa sierra north,10509 professional cir,False
COPPER CANYON ESTATES PHASE I LIMITED PURPOSE ASSOCIATION,0600312010-9,REG,102,(775) 789-3233,"ATTN: LENNAR RENO, LLC",10345 PROFESSIONAL CIR STE 100,RENO,NV,89521,Lyon,,,,,,
COPPER CREEK ESTATES HOMEOWNERS ASSOCIATION,0485062006-1,REG,320,(702) 515-2042,C/O THOROUGHBRED MANAGEMENT,2555 W CHEYENNE AVE,N LAS VEGAS,NV,89032,Clark,thoroughbred management,thoroughbred management,thoroughbred management,thoroughbred management,2555 w cheyenne ave,False
COPPER CREEK HOMEOWNERS ASSOCIATION,24957-2003,REG,590,(702) 433-0149,C/O LEVEL PROPERTY MANAGEMENT,8966 SPANISH RIDGE AVE STE 100,LAS VEGAS,NV,89148,Clark,pandg,pandg,pandg,pandg,129 w lake mead pkwy,False
COPPER CREST HOMEOWNERS ASSOCIATION INC,12533-1994,REG,230,(702) 515-2042,C/O THOROUGHBRED MANAGEMENT,2555 W CHEYENNE AVE,N LAS VEGAS,NV,89032,Clark,first columbia community management,first columbia community management,first columbia community management,first columbia community management,po box 28759,False
COPPER PALMS HOMEOWNERS ASSOCIATION,13747-2004,REG,248,(702) 301-2353,C/O CANNON MANAGEMENT COMPANY,7473 W LAKE MEAD BLVD STE 100,LAS VEGAS,NV,89128,Clark,pandg,pandg,pandg,pandg,129 w lake mead pkwy,False
COPPER POINT AT LAKE-RIDGE HOMEOWNERS ASSOCIATION,2419-1985,REG,50,(775) 852-2224,C/O EQUUS MANAGEMENT GROUP,5480 RENO CORPORATE DR STE 100,RENO,NV,89511,Washoe,taylor association management,taylor association management,taylor association management,taylor association management,259 n peco rd,False
COPPER RIDGE @ SUMMERLIN NORTH,SAME AS MASTER,SAM,129,(702) 838-5500,C/O SUMMERLIN COMMUNITY MANAGEMENT,2120 SNOW TRAIL,LAS VEGAS,NV,89134,Clark,crystal shore maintenance,crystal shore maintenance,crystal shore maintenance,crystal shore maintenance,po box 4749,False
COPPER RIDGE COMMUNITY ASSOCIATION,13246-1997,SUB,136,(702) 458-2580,C/O COLONIAL PROPERTY MANAGEMENT,8595 S EASTERN AVE,LAS VEGAS,NV,89123,Clark,associa nevada south,associa nevada south,associa nevada south,associa nevada south,3675 w cheyenne ave,False
COPPER RIDGE HOMEOWNERS' ASSOCIATION,0530952006-4,SUB,144,(775) 786-0212,"C/O OMNI COMMUNITY MANAGEMENT, INC.",9190 DOUBLE DIAMOND PKWY,RENO,NV,89521,Washoe,colonial property management,colonial property management,colonial property management,colonial property management,8595 s eastern ave,False
COPPER RIDGE UNIT OWNERS' ASSOCIATION,0134142015-8,REG,248,(702) 215-4670,C/O THE PRESCOTT COMPANIES,8345 W SUNSET RD,LAS VEGAS,NV,89113,Clark,tsunami propertie,tsunami propertie,tsunami propertie,tsunami propertie,po box 95161,False
COPPER SANDS HOMEOWNERS ASSOCIATION,13744-2004,REG,360,(702) 750-0530,C/O MESA MANAGEMENT LLC,9512 W FLAMINGO RD STE 102,LAS VEGAS,NV,89147,Clark,eugene burger management,eugene burger management,eugene burger management,eugene burger management,5011 meadowood mall way,False
COPPERFIELD HOMEOWNERS ASSOCIATION,24246-1999,REG,147,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,taylor association management,taylor association management,taylor association management,taylor association management,259 n peco rd,False
COPPERHEAD CANYONS HOMEOWNERS ASSOCIATION,0093542007-6,REG,93,(702) 531-3382,C/O CAMCO,PO BOX 12117,LAS VEGAS,NV,89112,Clark,crystal shore maintenance,crystal shore maintenance,crystal shore maintenance,crystal shore maintenance,po box 4907,False
COPPERHEAD HILLS LANDSCAPE MAINTENANCE ASSOCIATION,14801-1997,REG,69,(702) 458-2580,C/O COLONIAL PROPERTY MANAGEMENT,8595 S EASTERN AVE,LAS VEGAS,NV,89123,Clark,the prescott companie,the prescott companie,the prescott companie,the prescott companie,8345 w sunset rd,False
COPPERHEAD RANCH STREET AND LANDSCAPE MAINTENANCE CORPORATION,23471-1999,REG,105,(702) 531-3382,C/O CAMCO,PO BOX 12117,LAS VEGAS,NV,89112,Clark,associated community management,associated community management,associated community management,associated community management,6625 s valley view blvd,False
COPPERHEAD TRAILS STREET AND LANDSCAPE MAINTENANCE CORPORATION,32351-2002,REG,303,(702) 531-3382,C/O CAMCO,PO BOX 12117,LAS VEGAS,NV,89112,Clark,equu management group,equu management group,equu management group,equu management group,5480 reno corporate dr,False
CORAL BAY HOMEOWNERS ASSOCIATION,0278832014-3,REG,194,(702) 531-3382,C/O CAMCO,PO BOX 12117,LAS VEGAS,NV,89112,Clark,gaston wilkerson association service,gaston wilkerson association service,gaston wilkerson association service,gaston wilkerson association service,4751 caughlin pkwy,False
CORAL CREST ASSOCIATION,2626-2004,REG,139,(702) 818-4780,C/O SHELTER MANAGEMENT GROUP,PO BOX 777008,HENDERSON,NV,89077,Clark,gaston wilkerson association service,gaston wilkerson association service,gaston wilkerson association service,gaston wilkerson association service,4751 caughlin pkwy,False
CORAL CREST III HOMEOWNERS ASSOCIATION,0635272005-7,REG,35,(702) 454-0000,"C/O INTEGRITY BASED MANAGEMENT, LLC",5715 S. SANDHILL ROAD,LAS VEGAS,NV,89120,Clark,summerlin community management,summerlin community management,summerlin community management,summerlin community management,2120 snow trail,False
CORAL PALMS UNIT-OWNERS' ASSOCIATION,29887-2004,REG,352,(702) 433-0149,C/O LEVEL PROPERTY MANAGEMENT,8966 SPANISH RIDGE AVE STE 100,LAS VEGAS,NV,89148,Clark,summerlin community management,summerlin community management,summerlin community management,summerlin community management,2120 snow trail,False
CORAL RIDGE HOMEOWNERS ASSOCIATION,14527-1994,REG,75,(702) 835-6904,C/O THE MANAGEMENT TRUST,8485 W SUNSET RD STE. 100,LAS VEGAS,NV,89113,Clark,equu management group,equu management group,equu management group,equu management group,5480 reno corporate dr,False
CORCOVADO ESTATES OWNERS AND COMMON AREA ASSOCIATION,24206-1998,SUB,4,,,2250 E TROPICANA AVE STE 19-121,LAS VEGAS,NV,89119,Clark,,,,,,
CORDOVA @ SUMMERLIN WEST COMMUNITY ASSOCIATION,SAME AS MASTER,SAM,126,(702) 791-4600,C/O HOWARD HUGHES CORPORATION,10801 W CHARLESTON BLVD 3RD FL,LAS VEGAS,NV,89135,Clark,associa sierra north,associa sierra north,associa sierra north,associa sierra north,10509 professional cir,False
CORNERSTONE HOMEOWNERS ASSOCIATION,11691-2004,REG,286,(702) 990-9707,C/O HOA MANAGEMENT,6595 W SMOKE RANCH STE 110,LAS VEGAS,NV,89108,Clark,eugene burger management,eugene burger management,eugene burger management,eugene burger management,5011 meadowood mall wy,False
CORONADO HOMEOWNERS ASSOCIATION,2582-2004,SUB,127,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,associa sierra north,associa sierra north,associa sierra north,associa sierra north,10509 professional cir,False
CORONADO PALMS HOMEOWNERS' ASSOCIATION,0465092006-0,REG,384,(702) 795-3344,C/O ASSOCIA NEVADA SOUTH,3675 W CHEYENNE AVE STE 100,LAS VEGAS,NV,89032,Clark,thoroughbred management,thoroughbred management,thoroughbred management,thoroughbred management,2555 w cheyenne ave,False
CORONADO RANCH II LANDSCAPE MAINTENANCE CORPORATION,12936-2002,REG,358,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,terra west management service,terra west management service,terra west management service,terra west management service,po box 80900,False
CORONADO RANCH III LANDSCAPE MAINTENANCE ASSOCIATION,21374-2003,REG,5000,(702) 737-8580,C/O FIRSTSERVICE RESIDENTIAL NEVADA LLC,8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,community management group,community management group,community management group,community management group,2450 box canyon dr,False
"CORONADO RANCH IV LANDSCAPE MAINTENANCE CORPORATION, A NEVADA NON-PROFIT CORPORATION",26951-2004,REG,1400,(702) 737-8580,C/O FIRSTSERVICE RESIDENTIAL,8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,desert hoa management,desert hoa management,desert hoa management,desert hoa management,po box 750639,False
CORONADO RANCH LANDSCAPE MAINTENANCE CORPORATION,9130-1999,REG,384,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,terra west management service,terra west management service,terra west management service,terra west management service,po box 80900,False
CORONADO RANCH STREET AND LANDSCAPE MAINT. CORP,9237-1999,REG,374,(702) 458-2580,C/O COLONIAL PROPERTY MANAGEMENT,8595 S EASTERN AVE,LAS VEGAS,NV,89123,Clark,elite hoa management,elite hoa management,elite hoa management,elite hoa management,8425 w flamingo rd,False
CORONADO TOWNHOMES HOMEOWNERS ASSOCIATION,0484392005-8,REG,14,(702) 345-2200,C/O COLONIAL PROPERTY MANAGEMENT,736 W PIONEER BLVD STE 200,MESQUITE,NV,89027,Clark,ams management group,ams management group,ams management group,ams management group,3100 w sahara ave,False
CORTA BELLA COMMUNITY ASSOCIATION INC,5036-1993,SUB,128,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89128,Clark,camco,camco,camco,camco,po box 12117,False
CORTE MADERA HOMEOWNERS ASSOCIATION,7318-1998,REG,192,(702) 851-7660,C/O NICKLIN PROPERTY MANAGEMENT & INVESTMENTS INC,375 N STEPHANIE ST STE 911B,HENDERSON,NV,89014,Clark,the management trust,the management trust,the management trust,the management trust,8485 w sunset rd,False
CORTEZ HEIGHTS HOMEOWNERS ASSOCIATION,31805-2003,REG,239,(702) 362-0318,C/O PERFORMANCE CAM LLC,5135 CAMINO AL NORTE STE 210,N LAS VEGAS,NV,89031,Clark,elite hoa management,elite hoa management,elite hoa management,elite hoa management,8425 w flamingo rd,False
CORTINA HOMEOWNERS ASSOCIATION,5474-2003,REG,105,(702) 795-1740,C/O SHANNON DAY PROPERTY MANAGEMENT,PO BOX 97512,LAS VEGAS,NV,89193,Clark,incline property management,incline property management,incline property management,incline property management,848 tanager st,False
CORTONA AT SOUTHERN HIGHLANDS HOMEOWNERS ASSOCIATION,0352202015-0,SUB,291,(702) 531-3382,C/O CAMCO,PO BOX 12117,LAS VEGAS,NV,89112,Clark,shannon day property management,shannon day property management,shannon day property management,shannon day property management,po box 97512,False
CORTONA HILLS @ SOUTHERN HIGHLANDS,SAME AS MASTER,SAM,119,,C/O OLYMPIA MANAGEMENT SERVICES,11411 SOUTHERN HIGHLANDS PKWY STE 120,LAS VEGAS,NV,89141,Clark,djd enterprise,djd enterprise,djd enterprise,djd enterprise,2287 crestline loop,False
CORTONA LIMITED HOMEOWNERS ASSOCIATION,35477-2004,REG,95,(702) 362-6262,C/O TERRA WEST MANAGEMENT SERVICES,PO BOX 80900,LAS VEGAS,NV,89180,Clark,incline property management,incline property management,incline property management,incline property management,848 tanager st,False
"COSMOPOLITAN OF LAS VEGAS EAST TOWER UNIT OWNERS ASSOCIATION, THE",0348152010-2,REG,3000,(702) 698-7253,,3708 LAS VEGAS BLVD S,LAS VEGAS,NV,89109,Clark,,,,,,
"COSMOPOLITAN OF LAS VEGAS WEST TOWER UNIT OWNERS ASSOCIATION, THE",0349412010-5,REG,3000,(702) 698-7253,,3708 LAS VEGAS BLVD S,LAS VEGAS,NV,89109,Clark,,,,,,
COSTA SMERALDA OWNERS' ASSOCIATION,13326-2002,REG,8,(702) 754-0000,"C/O INTEGRITY BASED MANAGEMENT, LLC",5715 S SANDHILL RD,LAS VEGAS,NV,89120,Clark,desert hoa management,desert hoa management,desert hoa management,desert hoa management,po box 750639,False
COTTAGE GROVE ESTATES HOMEOWNERS ASSOCIATION INC,0728972006-4,REG,141,(702) 737-8580,C/O FIRSTSERVICE RESIDENTIAL NEVADA LLC,8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,the management trust,the management trust,the management trust,the management trust,8485 w sunset rd,False
"COTTAGES AT CENTENNIAL RANCH HOMEOWNERS ASSOCIATION, THE",6233-2004,REG,360,(702) 362-6262,C/O TERRA WEST MANAGEMENT SERVICES,PO BOX 80900,LAS VEGAS,NV,89180,Clark,mesa management,mesa management,mesa management,mesa management,9512 w flamingo rd,False
"COTTAGES AT INDIAN HILLS HOMEOWNERS' ASSOCIATION, THE",0234582009-3,REG,48,(510) 596-8170,,PO BOX 11026,ZEPHYR COVE,NV,89448,Douglas,,,,,,
COTTAGES AT KILEY RANCH HOMEOWNERS' ASSOCIATION,0785922005-7,REG,80,(775) 828-3664,C/O EUGENE BURGER MANAGEMENT CORPORATION,5011 MEADOWOOD MALL WY STE 200,RENO,NV,89502,Washoe,elite hoa management,elite hoa management,elite hoa management,elite hoa management,8425 w flamingo rd,False
"COTTAGES HOMEOWNERS ASSOCIATION, INC., THE",1649-2004,REG,132,(702) 301-2353,C/O CANNON MANAGEMENT,7473 W LAKE MEAD BLVD STE 100,LAS VEGAS,NV,89128,Clark,prime community management,prime community management,prime community management,prime community management,181 n arroyo grande blvd,False
"COTTAGES OF RENO HOMEOWNERS ASSOCIATION, THE",0051402006-9,REG,110,(775) 852-2224,C/O EQUUS MANAGEMENT GROUP,5480 RENO CORPORATE DR STE 100,RENO,NV,89511,Washoe,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
COTTAGES ON THE GREEN HOMEOWNERS' ASSOCIATION,0549582005-9,REG,3,(800) 848-4900,,1504 US HWY 395N UNIT 8,GARDNERVILLE,NV,89410,Washoe,,,,,,
COTTONWOOD AT SUNRISE MOUNTAIN HOMEOWNERS ASSOCIATION,18195-2000,REG,120,(702) 851-7660,C/O NICKLIN PROPERTY MANAGEMENT & INVESTMENTS INC,375 N STEPHANIE ST STE 911-B,HENDERSON,NV,89014,Clark,colonial property management,colonial property management,colonial property management,colonial property management,8595 s eastern ave,False
"COTTONWOOD COURT TOWNHOMES HOMEOWNERS ASSOCIATION, INC.",9504-1997,REG,20,(775) 782-4646,C/O LYNN CAULEY REAL ESTATE MANAGEMENT,1374 HWY 395,GARDNERVILLE,NV,89410,Carson City,ideal community management,ideal community management,ideal community management,ideal community management,6767 w tropicana ave,False
COTTONWOOD HOMEOWNERS ASSOCIATION,8755-1995,REG,512,(702) 262-9091,C/O REGAL PROPERTY MANAGEMENT LLC,3945 W RENO AVE STE I,LAS VEGAS,NV,89118,Clark,mesa management,mesa management,mesa management,mesa management,9512 w flamingo rd,False
"COTTONWOOD LAKE HOMEOWNERS ASSOCIATION, INC.",0741942007-9,REG,65,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89128,Clark,mesa management,mesa management,mesa management,mesa management,9512 w flamingo rd,False
COTTONWOOD ON ALEXANDER HOMEOWNERS ASSOCIATION,29953-2001,REG,130,(702) 855-0455,C/O COMMUNITY MANAGEMENT & SALES,3095 E RUSSELL RD STE D,LAS VEGAS,NV,89120,Clark,desert community management,desert community management,desert community management,adept management service,5550 painted mirage rd,False
COTTONWOOD TERRACE COMMUNITY ASSOCIATION,9027-1999,SUB,212,(702) 737-8580,C/O FIRSTSERVICE RESIDENTIAL NEVADA LLC,8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,camco,camco,camco,camco,po box 12117,False
COTTONWOOD VILLAGE HOMEOWNERS ASSOCIATION,3101-1986,REG,19,(775) 783-9392,,PO BOX 1442,GARDNERVILLE,NV,89423,Douglas,,,,,,
COTTONWOODS OWNERS ASSOCIATION,3355-1992,REG,255,(702) 751-8702,C/O THE GOLF DOCTOR,6461 WAGONWHEEL CT,PAHRUMP,NV,89061,Nye,desert community management,desert community management,desert community management,adept management service,5550 painted mirage rd,False
"COUNTRY CLUB COURT HOMEOWNERS ASSOCIATION, INC.",8525-1991,REG,9,(775) 831-0171,,928 WENDY LN STE 10,INCLINE VILLAGE,NV,89451,Washoe,,,,,,
COUNTRY CLUB GARDENS HOMEOWNERS ASSOCIATION INC,23158-1998,SUB,85,(702) 737-0190,"C/O PROPERTY GROUP, THE",3286 BRENTWOOD ST,LAS VEGAS,NV,89121,Clark,prime community management,prime community management,prime community management,prime community management,181 n arroyo grande blvd,False
COUNTRY CLUB HILLS COMMUNITY ASSOCIATION,13783-1992,SUB,171,(702) 248-2262,C/O CAPITAL CONSULTANTS MANAGEMENT CORPORATION,5940 S RAINBOW BLVD,LAS VEGAS,NV,89118,Clark,the management trust,the management trust,the management trust,the management trust,8485 w sunset rd,False
"COUNTRY CLUB HOMEOWNERS, INC",5057-1994,REG,10,(775) 318-1698,,PO BOX 4664,STATELINE,NV,89449,Douglas,,,,,,
COUNTRY CLUB MALL HOMEOWNERS ASSOCIATION,2187-1973,REG,36,(775) 832-6404,C/O INCLINE PROPERTY MANAGEMENT,848 TANAGER ST STE M,INCLINE VILLAGE,NV,89451,Washoe,terra west management service,terra west management service,terra west management service,terra west management service,po box 80900,False
COUNTRY CLUB SHADOWS HOMEOWNERS ASSOCIATION,2642-1983,REG,100,(702) 736-9450,C/O TAYLOR ASSOCIATION MANAGEMENT,259 N PECOS RD STE 100,HENDERSON,NV,89074,Clark,american nevada realty,american nevada realty,american nevada realty,american nevada realty,2275 corporate cir,False
COUNTRY CLUB VILLAS HOMEOWNERS ASSOCIATION,8436-1994,REG,50,(775) 832-0888,C/O ASSOCIA SIERRA NORTH,931 TAHOE BLVD STE 2,INCLINE VILLAGE,NV,89451,Washoe,level property management,level property management,level property management,level property management,8966 spanish ridge ave,False
COUNTRY GARDEN OWNERS' ASSOCIATION,5080-2000,REG,104,(702) 304-9455,C/O MP ASSOCIATION MANAGEMENT,6029 S FORT APACHE RD STE 130,LAS VEGAS,NV,89148,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
COUNTRY GLEN ASSOCIATION,17037-2004,REG,61,(702) 365-1621,C/O ASSOCIATED COMMUNITY MANAGEMENT,6625 S VALLEY VIEW BLVD STE 310,LAS VEGAS,NV,89118,Clark,nicklin community management service,nicklin community management service,nicklin community management service,nicklin community management service,375 n stephanie st,False
COUNTRY HILLS HOMEOWNERS ASSOCIATION,1120-1994,REG,136,(702) 851-7660,C/O NICKLIN PROPERTY MANAGEMENT & INVESTMENTS INC,375 N STEPHANIE ST STE 911B,HENDERSON,NV,89014,Clark,desert community management,desert community management,desert community management,adept management service,5550 painted mirage rd,False
"COUNTRY LANE ESTATES HOMEOWNERS ASSOCIATION, INC.",26782-2003,REG,37,(702) 345-2200,C/O COLONIAL PROPERTY MANAGEMENT,736 W PIONEER BLVD STE 200,MESQUITE,NV,89027,Clark,taylor association management,taylor association management,taylor association management,taylor association management,259 n peco rd,False
"COUNTRY LANE ESTATES II HOMEOWNERS ASSOCIATION, INC.",11734-2004,REG,34,(702) 345-2200,C/O COLONIAL PROPERTY MANAGEMENT,736 W PIONEER BLVD STE 200,MESQUITE,NV,89027,Clark,colonial property management,colonial property management,colonial property management,colonial property management,8595 s eastern ave,False
COUNTRY MEADOWS TOWNHOMES OWNERS' ASSOCIATION,0354172006-6,REG,12,(702) 345-2200,C/O COLONIAL PROPERTY MANAGEMENT,736 W PIONEER BLVD STE 200,MESQUITE,NV,89027,Clark,first columbia community management,first columbia community management,first columbia community management,first columbia community management,po box 28759,False
COUNTRY RIDGE III HOMEOWNERS ASSOCIATION,26897-1997,REG,86,(702) 365-6720,C/O FIRST COLUMBIA COMMUNITY MANAGEMENT INC,2310 PASEO DEL PRADO BLDG A STE 106,LAS VEGAS,NV,89102,Clark,associated community management,associated community management,associated community management,associated community management,6625 s valley view blvd,False
COUNTRY RIVER VILLAGE HOMEOWNER'S ASSOCIATION,1171-1988,REG,42,(775) 738-1951,"C/O COPENHAVER & MCCONNELL, P.C.",950 IDAHO ST,ELKO,NV,89801,Elko,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
COUNTRY ROSE ESTATES COMMUNITY ASSOCIATION,13175-1995,SUB,152,(702) 737-8580,C/O FIRSTSERVICE RESIDENTIAL NEVADA LLC,8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,associa sierra north,associa sierra north,associa sierra north,associa sierra north,10509 professional cir,False
COUNTRYSIDE HOMEOWNERS ASSOCIATION,5393-1996,REG,497,(702) 515-2042,C/O THOROUGHBRED MANAGEMENT INC,710 CORONADO CENTER DR STE 120,HENDERSON,NV,89052,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
COURT A HUNTER LAKE TOWNHOUSE ASSOCIATION,1498-1974,REG,34,(775) 826-8092,C/O CONTROLLED RESOURCES MANAGEMENT GROUP,83 CONTINENTAL DR STE B,RENO,NV,89509,Washoe,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
COURT AT ALIANTE HOMEOWNERS ASSOCIATION,11356-2003,SUB,375,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,colonial property management,colonial property management,colonial property management,colonial property management,8595 s eastern ave,False
COURT YARDS AT SPANISH TRAIL ASSOCIATION,2419-1984,SUB,117,(702) 367-8747,,7495 W MISSION HILLS DR,LAS VEGAS,NV,89113,Clark,,,,,,
COURTSIDE TOWNHOMES ASSOCIATION,6398-1987,REG,63,(702) 365-6720,C/O FIRST COLUMBIA COMMUNITY MANAGEMENT INC,PO BOX 28759,LAS VEGAS,NV,89126,Clark,terra west management service,terra west management service,terra west management service,terra west management service,po box 80900,False
"COURTYARD SUNSCAPE HOMEOWNERS ASSOCIATION, INC.",0272832005-6,REG,70,(702) 405-3300,C/O PINNACLE COMMUNITY ASSOCIATION MANAGEMENT,8311 W SUNSET RD STE 110,LAS VEGAS,NV,89113,Clark,camco,camco,camco,camco,po box 12117,False
"COURTYARDS HOMEOWNERS ASSOCIATION, THE",25150-2003,REG,389,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,harmony management,harmony management,harmony management,harmony management,2300 w sahara ave,False
COVENTRY HOMES AT ANTHEM COMMUNITY ASSOCIATION INC,14525-1998,REG,1124,(702) 365-1621,C/O ASSOCIATED COMMUNITY MANAGEMENT,6625 S VALLEY VIEW BLVD STE 310,LAS VEGAS,NV,89118,Clark,triton hoa service,triton hoa service,triton hoa service,triton hoa service,7495 w azure dr,False
"COVES HOMEOWNERS ASSOCIATION, THE",2811-1988,REG,128,(702) 222-2391,"C/O NEVADA COMMUNITY MANAGEMENT, LLC",9440 W SAHARA AVE STE 237,LAS VEGAS,NV,89117,Clark,triton hoa service,triton hoa service,triton hoa service,triton hoa service,7495 w azure dr,False
COYOTE SPRINGS CHARTER COMMUNITY ASSOCIATION,0636312006-5,MSTR,180000,(702) 422-1400,C/O COYOTE SPRINGS INVESTMENT LLC,PO BOX 37010,COYOTE SPRINGS,NV,89037,Clark,las vega valley community management,las vega valley community management,las vega valley community management,las vega valley community management,7571 tule spring rd,False
COYOTE WILLOWS HOMEOWNERS ASSOCIATION,2615-2004,REG,456,(702) 345-2200,C/O COLONIAL PROPERTY MANAGEMENT,736 W PIONEER BLVD STE 200,MESQUITE,NV,89027,Clark,camco,camco,camco,camco,p o box 12117,False
CRAIGMONT VILLAS HOMEOWNER ASSOCIATION,4789-1983,REG,96,(702) 835-6904,C/O THE MANAGEMENT TRUST,8485 W SUNSET RD STE 100,LAS VEGAS,NV,89113,Clark,incline property management,incline property management,incline property management,incline property management,848 tanager st,False
CREEKSIDE EAST ASSOCIATION,1521-1965,REG,66,(775) 831-5345,C/O SWISS TIME MANAGEMENT,PO BOX 4428,INCLINE VILLAGE,NV,89450,Washoe,mesa management,mesa management,mesa management,mesa management,9512 w flamingo rd,False
CREEKSIDE HOMEOWNERS ASSOCIATION,30591-2001,REG,383,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,summerlin community management,summerlin community management,summerlin community management,summerlin community management,2120 snow trail,False
CREEKSIDE II HOMEOWNERS ASSOCIATION,26834-2003,REG,101,(702) 222-2391,"C/O NEVADA COMMUNITY MANAGEMENT, LLC",9440 W SAHARA AVE STE 237,LAS VEGAS,NV,89117,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
CREEKSIDE III HOMEOWNERS ASSOCIATION,4960-2004,REG,99,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,griswold real estate management,griswold real estate management,griswold real estate management,griswold real estate management,3260 fountain fall way,False
CREEKSIDE WEST ASSOCIATION,1520-1965,REG,25,(775) 832-6604,C/O INCLINE PROPERTY MANAGEMENT,848 TANAGER ST STE M,INCLINE VILLAGE,NV,89451,Washoe,terra west management service,terra west management service,terra west management service,terra west management service,10651 professional circle,False
CRESCENDO AT SILVER SPRINGS HOMEOWNERS ASSOCIATION,10421-1998,REG,285,(702) 982-2587,C/O NEVADA'S FINEST PROPERTIES,3568 E RUSSELL RD,LAS VEGAS,NV,89120,Clark,desert hoa management,desert hoa management,desert hoa management,desert hoa management,po box 750639,False
CRESCENT RIDGE UNIT-OWNERS' ASSOCIATION,0738832006-0,REG,344,(702) 214-9800,,630 TRADE CENTER DR STE 200,LAS VEGAS,NV,89119,Clark,,,,,,
CRESCENT VALLEY ASSOCIATION,27888-2004,REG,131,(702) 365-1621,C/O ASSOCIATED COMMUNITY MANAGEMENT,6625 S VALLEY VIEW BLVD STE 310,LAS VEGAS,NV,89118,Clark,terra west management service,terra west management service,terra west management service,terra west management service,po box 80900,False
"CREST HOMEOWNERS ASSOCIATION, THE",3368-1991,REG,65,(775) 852-2224,C/O EQUUS MANAGEMENT GROUP,5480 RENO CORPORATE DR STE 100,RENO,NV,89511,Washoe,valley realty and management,valley realty and management,valley realty and management,valley realty and management,3246 n carson st,False
CRESTWAY TRAILS HOMEOWNERS' ASSOCIATION,0490062006-8,REG,47,(702) 736-9450,C/O TAYLOR ASSOCIATION MANAGEMENT,259 N PECOS RD STE 100,HENDERSON,NV,89074,Clark,terra west management service,terra west management service,terra west management service,terra west management service,po box 80900,False
CRESTWOOD HOMEOWNERS ASSOCIATION,5840-2004,REG,93,(702) 365-1621,C/O ASSOCIATED COMMUNITY MANAGEMENT,6625 S VALLEY VIEW BLVD STE 310,LAS VEGAS,NV,89118,Clark,camco,camco,camco,camco,po box 12117,False
CRIMSON HEIGHTS ASSOCIATION,2620-2004,REG,85,(702) 365-1621,C/O ASSOCIATED COMMUNITY MANAGEMENT,6625 S VALLEY VIEW BLVD STE 310,LAS VEGAS,NV,89118,Clark,epic association management,epic association management,epic association management,epic association management,5443 s durango dr,False
CRIMSON RIDGE @ SUMMERLIN NORTH,SAME AS MASTER,SAM,138,(702) 838-5500,C/O SUMMERLIN COMMUNITY MANAGEMENT,2120 SNOW TRAIL,LAS VEGAS,NV,89134,Clark,home grown management,home grown management,home grown management,home grown management,5546 camino al norte,False
