Name,SOS#,Assn Type,# of Units,Telephone,Address1,Address2,City,State,Zip Code,County,Firm_Normalized,Firm_Final,Firm_ByPhone,Firm_ByAddress,Address2_Normalized,Name_Changed_Flag
"CLUB ALIANTE HOMEOWNER'S ASSOCIATION, INC.",13398-2004,SUB,325,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89128,Clark,nicklin community management service,nicklin community management service,nicklin community management service,nicklin community management service,375 n stephanie st,False
CLUB AT MADEIRA CANYON UNIT OWNERS' ASSOCIATION,0270092005-4,REG,546,(702) 737-8580,C/O FIRSTSERVICE RESIDENTIAL NEVADA LLC,8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,camco,camco,camco,camco,po box 400518,False
COBBLESTONE HOMEOWNERS ASSOCIATION,14410-1993,REG,185,(702) 736-9450,C/O TAYLOR ASSOCIATION MANAGEMENT,259 N. PECOS RD STE 100,HENDERSON,NV,89074,Clark,performance cam,performance cam,performance cam,performance cam,5135 camino al norte,False
COBBLESTONE MANOR II LANDSCAPE MAINTENANCE ASSOCIATION,4516-2003,REG,107,(702) 655-77064,C/O NEVADA COMMUNIITY MANAGEMENT,7571 TULE SPRINGS RD,LAS VEGAS,NV,89131,Clark,shannon day property management,shannon day property management,shannon day property management,shannon day property management,po box 97512,False
COBBLESTONE MANOR VI HOMEOWNERS ASSOCIATION,0609992005-1,REG,42,(702) 795-1740,C/O SHANNON DAY PROPERTY MANAGEMENT,PO BOX 97512,LAS VEGAS,NV,89193,Clark,camco,camco,camco,camco,po box 400518,False
COBBLESTONE RIDGE HOMEOWNERS ASSOCIATION,10885-2001,REG,501,(702) 655-7064,C/O NEVADA COMMUNITY MANAGEMENT,7571 TULE SPRINGS RD,LAS VEGAS,NV,89131,Clark,olympia management service,olympia management service,,olympia management service,11411 southern highland pkwy,False
COBBLESTONE VILLAGE ASSOCIATION,32645-1999,REG,119,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89128,Clark,terra west management service,terra west management service,terra west management service,terra west management service,po box 80900,False
COG HILL LANE HOMEOWNERS ASSOCIATION INC,18410-1994,SUB,60,(702) 233-0223,,PO BOX 371282,LAS VEGAS,NV,89137,Clark,,,,,,
COLD CREEK CANYON HOMEOWNERS ASSOCIATION,2964-1980,REG,200,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,kenyon associate,kenyon associate,kenyon associate,kenyon associate,645 sierra rose dr,False
COLD WATER CROSSING @ MOUNTAIN'S EDGE,SAME AS MASTER,SAM,186,(702) 457-6362,C/O CAPITAL CONSULTANTS MANAGEMENT CORPORATION,8090 BLUE DIAMOND RD STE 240,LAS VEGAS,NV,89178,Clark,terra west management service,terra west management service,terra west management service,terra west management service,po box 80900,False
"COLLECTIONS AT EAGLE RANCH HOMEOWNERS ASSOCIATION, THE",0327972005-8,REG,33,(702) 247-1115,C/O IDEAL COMMUNITY MANAGEMENT,5785 CENTENNIAL CENTER BLVD STE 210,LAS VEGAS,NV,89149,Clark,cottage at indian hill hoa,cottage at indian hill hoa,cottage at indian hill hoa,cottage at indian hill hoa,po box 11026,False
COLLINA AT MOUNTAINS EDGE HOMEOWNER ASSOCIATION,0003202005-6,SUB,178,(702) 638-7770,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,terra west management service,terra west management service,terra west management service,terra west management service,10651 professional cir,False
COLONY NORTH HOMEOWNERS ASSOCIATION,2652-1971,REG,192,(702) 365-6720,C/O FIRST COLUMBIA COMMUNITY MANAGEMENT INC,3100 W. SAHARA AVE.,LAS VEGAS,NV,89102,Clark,pandg,pandg,pandg,pandg,129 w lake mead pkwy,False
"COLONY, THE",2323-1974,REG,108,(702) 733-8275,,2501 LOVE ST,LAS VEGAS,NV,89121,Clark,,,,,,
COLORADO BAY CLUB OWNERS ASSOCIATION,8350-1989,REG,156,(702) 298-5592,C/O CDM MANAGEMENT,3650 SOUTH POINTE CIR STE 201,LAUGHLIN,NV,89029,Clark,equu management group,equu management group,equu management group,equu management group,5480 reno corporate dr,False
COLTON RANCH COMMUNITY ASSOCIATION,0568902018-7,REG,43,(702) 362-6262,C/O TERRA WEST MANAGEMENT SERVICES,6655 S CIMARRON RD STE 200,LAS VEGAS,NV,89113,Clark,ras of america,ras of america,ras of america,ras of america,1504 us hwy 395n,False
COLWOOD PLACE COMMUNITY ASSOCIATION INC,617-1987,SUB,67,(702) 362-0318,C/O PERFORMANCE CAM LLC,5135 CAMINO AL NORTE STE 100,N LAS VEGAS,NV,89031,Clark,nicklin community management service,nicklin community management service,nicklin community management service,nicklin community management service,375 n stephanie st,False
COMMERCE VILLAGE HOMEOWNERS ASSOCIATION,0407112005-3,REG,81,(702) 362-6262,C/O TERRA WEST MANAGEMENT SERVICES,6655 S CIMARRON RD STE 200,LAS VEGAS,NV,89113,Clark,soleil association management,soleil association management,soleil association management,soleil association management,5096 w post rd,False
"COMMERCIAL, RECREATIONAL, HOTEL, AND GOLF @ LAKE LAS VEGAS MASTER",SAME AS MASTER,SAM,45,(702) 568-7948,C/O THE MANAGEMENT TRUST,8485 W SUNSET RD STE 100,LAS VEGAS,NV,89113,Clark,lynn cauley real estate management,lynne cauley real estate management,lynne cauley real estate management,lynn cauley real estate management,1374 hwy 395,True
"COMMONS HOMEOWNERS ASSOCIATION, THE",0460722010-8,REG,37,(702) 362-6262,C/O TERRA WEST MANAGEMENT SERVICES,PO BOX 80600,LAS VEGAS,NV,89135,Clark,regal property management,regal property management,regal property management,regal property management,3945 w reno ave,False
COMSTOCK PARK HOMEOWNERS ASSOCIATION,779-1971,REG,668,(775) 727-6200,ATTN: JOHN A. BALLWEG,151 COMSTOCK CIR N,PAHRUMP,NV,89048,Nye,,,,,,
CONOUGH ESTATES HOMEOWNERS ASSOCIATION,0243432011-1,REG,15,(702) 433-0149,C/O LEVEL PROPERTY MANAGEMENT,8966 SPANISH RIDGE AVE STE 100,LAS VEGAS,NV,89148,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
CONSTELLATION ESTATES HOMEOWNERS ASSOCIATION,2661-2002,REG,67,(702) 362-6262,C/O TERRA WEST MANAGEMENT SERVICES,PO BOX 80900,LAS VEGAS,NV,89180,Clark,community management group,community management group,community management group,community management group,2450 box canyon dr,False
COPA CABANA TOWNHOUSE OWNERS ASSOCIATION,19627-1998,REG,129,(702) 736-9450,C/O TAYLOR ASSOCIATION MANAGEMENT,259 N PECOS RD STE 100,HENDERSON,NV,89074,Clark,property group the,the property group,the property group,the property group,3286 brentwood st,True
COPPER BLUFFS HOMEOWNERS ASSOCIATION,15948-1996,SUB,143,(702) 345-2200,C/O COLONIAL PROPERTY MANAGEMENT,736 W PIONEER BLVD STE 200,MESQUITE,NV,89027,Clark,soleil association management,soleil association management,soleil association management,soleil association management,5096 w post rd,False
COPPER CANYON ESTATES PHASE 2 LIMITED PURPOSE ASSOCIATION,0976052019-9,REG,100,(775) 825-7733,"C/O LENNAR RENO, LLC",10345 PROFESSIONAL CIR STE 100,RENO,NV,89521,Lyon,incline property management,incline property management,incline property management,incline property management,848 tanager st,False
COPPER CANYON ESTATES PHASE I LIMITED PURPOSE ASSOCIATION,0600312010-9,REG,102,(775) 626-7333,C/O ASSOCIA SIERRA NORTH,10509 PROFESSIONAL CIR STE 200,RENO,NV,89521,Lyon,taylor association management,taylor association management,taylor association management,taylor association management,259 n peco rd,False
COPPER CREEK ESTATES HOMEOWNERS ASSOCIATION,0485062006-1,REG,320,(702) 515-2042,C/O THOROUGHBRED MANAGEMENT,710 CORONADO CENTER DRIVE,HENDERSON,NV,89052,Clark,swiss time management,swiss time management,swiss time management,swiss time management,po box 4662,False
COPPER CREEK HOMEOWNERS ASSOCIATION,24957-2003,REG,590,(702) 433-0149,C/O LEVEL PROPERTY MANAGEMENT,8966 SPANISH RIDGE AVE STE 100,LAS VEGAS,NV,89148,Clark,nevada community management,nevada community management,las vega valley community management,las vega valley community management,7571 tule spring rd,False
COPPER CREST HOMEOWNERS ASSOCIATION INC,12533-1994,REG,230,(702) 515-2042,C/O THOROUGHBRED MANAGEMENT,2555 W CHEYENNE AVE,N LAS VEGAS,NV,89032,Clark,nevada finest propertie,nevada finest propertie,nevada finest propertie,nevada finest propertie,3568 e russell rd,False
COPPER PALMS HOMEOWNERS ASSOCIATION,13747-2004,REG,248,(702) 301-2353,C/O CANNON MANAGEMENT COMPANY,7473 W LAKE MEAD BLVD STE 100,LAS VEGAS,NV,89128,Clark,desert lining,desert living,desert living,desert living,8925 s peco rd,True
COPPER POINT AT LAKE-RIDGE HOMEOWNERS ASSOCIATION,2419-1985,REG,50,(775) 852-2224,C/O EQUUS MANAGEMENT GROUP,5480 RENO CORPORATE DR STE 100,RENO,NV,89511,Washoe,colonial property management,colonial property management,colonial property management,colonial property management,736 w pioneer blvd,False
COPPER RIDGE @ SUMMERLIN NORTH,SAME AS MASTER,SAM,129,(702) 838-5500,C/O SUMMERLIN COMMUNITY MANAGEMENT,2120 SNOW TRAIL,LAS VEGAS,NV,89134,Clark,colonial property management,colonial property management,colonial property management,colonial property management,736 w pioneer blvd,False
COPPER RIDGE COMMUNITY ASSOCIATION,13246-1997,SUB,136,(702) 458-2580,C/O COLONIAL PROPERTY MANAGEMENT,8595 S EASTERN AVE,LAS VEGAS,NV,89123,Clark,colonial property management,colonial property management,colonial property management,colonial property management,736 w pioneer blvd,False
COPPER RIDGE HOMEOWNERS' ASSOCIATION,0530952006-4,SUB,144,(775) 786-0212,"C/O OMNI COMMUNITY MANAGEMENT, INC.",9190 DOUBLE DIAMOND PKWY,RENO,NV,89521,Washoe,camco,camco,camco,camco,p o box 400518,False
COPPER RIDGE UNIT OWNERS' ASSOCIATION,0134142015-8,REG,250,(702) 458-2580,C/O COLONIAL PROPERTY MANAGEMENT,8595 S. EASTERN AVE,LAS VEGAS,NV,89123,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
COPPER SANDS HOMEOWNERS ASSOCIATION,13744-2004,REG,360,(702) 754-6313,C/O SIERRA COMMUNITY MANAGEMENT,6280 S VALLEY VIEW BLVD STE 310,LAS VEGAS,NV,89118,Clark,ideal community management,ideal community management,ideal community management,ideal community management,5785 centennial center blvd 210,False
COPPERFIELD HOMEOWNERS ASSOCIATION,24246-1999,REG,147,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,controlled resource management group,controlled resource management group,controlled resource management group,controlled resource management group,83 continental dr,False
COPPERHEAD CANYONS HOMEOWNERS ASSOCIATION,0093542007-6,REG,93,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
COPPERHEAD HILLS LANDSCAPE MAINTENANCE ASSOCIATION,14801-1997,REG,69,(702) 458-2580,C/O COLONIAL PROPERTY MANAGEMENT,8595 S EASTERN AVE,LAS VEGAS,NV,89123,Clark,spanish trail master association,spanish trail master assn,spanish trail master assn,spanish trail master assn,7495 w mission hill dr,True
COPPERHEAD RANCH STREET AND LANDSCAPE MAINTENANCE CORPORATION,23471-1999,REG,105,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,first columbia community management,first columbia community management,first columbia community management,first columbia community management,po box 28759,False
COPPERHEAD TRAILS STREET AND LANDSCAPE MAINTENANCE CORPORATION,32351-2002,REG,303,(702) 639-8410,C/O SOLEIL ASSOCIATION MANAGEMENT,5096 WEST POST ROAD,LAS VEGAS,NV,89118,Clark,pinnacle community association management,pinnacle community association management,pinnacle community association management,pinnacle community association management,9330 w sahara ave,False
COPPERVIEW AT CARAMELLA RANCH COMMUNITY ASSOCIATION,0431942018-7,REG,103,(775) 624-8805,C/O FIRSTSERVICE RESIDENTIAL NEVADA LLC,639 ISBELL ROAD STE. 280,RENO,NV,89509,Washoe,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
CORAL BAY HOMEOWNERS ASSOCIATION,0278832014-3,REG,194,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,seabreeae management,seabreeae management,seabreeae management,seabreeze management,8960 w tropicana ave,False
CORAL CREST ASSOCIATION,2626-2004,REG,139,(702) 818-4780,C/O SHELTER MANAGEMENT GROUP,PO BOX 777008,HENDERSON,NV,89077,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
CORAL CREST III HOMEOWNERS ASSOCIATION,0635272005-7,REG,35,(702) 454-0000,"C/O INTEGRITY BASED MANAGEMENT, LLC",5715 S. SANDHILL ROAD,LAS VEGAS,NV,89120,Clark,nevada community management,nevada community management,nevada community management,nevada community management,9500 w flamingo rd,False
CORAL PALMS UNIT-OWNERS' ASSOCIATION,29887-2004,REG,352,(702) 433-0149,C/O LEVEL PROPERTY MANAGEMENT,8966 SPANISH RIDGE AVE STE 100,LAS VEGAS,NV,89148,Clark,coyote spring investment,coyote spring investment,coyote spring investment,coyote spring investment,po box 37010,False
CORAL RIDGE HOMEOWNERS ASSOCIATION,14527-1994,REG,75,(702) 835-6904,C/O THE MANAGEMENT TRUST,8485 W SUNSET RD STE. 100,LAS VEGAS,NV,89113,Clark,colonial property management,colonial property management,colonial property management,colonial property management,736 w pioneer blvd,False
CORCOVADO ESTATES OWNERS AND COMMON AREA ASSOCIATION,24206-1998,SUB,4,(702) 933-7764,C/O REAL PROPERTIES MANAGEMENT GROUP INC,3077 E WARM SPRINGS RD,LAS VEGAS,NV,89120,Clark,shelter management group,shelter management group,shelter management group,shelter management group,po box 777008,False
CORDERA RANCH HOMEOWNERS ASSOCIATION,0127372018-9,REG,68,(702) 990-9707,C/O HOA MANAGEMENT,6595 W. SMOKE RANCH #110,LAS VEGAS,NV,89108,Clark,swiss time management,swiss time management,swiss time management,swiss time management,po box 4428,False
CORDOVA @ SUMMERLIN WEST COMMUNITY ASSOCIATION,SAME AS MASTER,SAM,126,(702) 791-4600,C/O HOWARD HUGHES CORPORATION,10801 W CHARLESTON BLVD 3RD FL,LAS VEGAS,NV,89135,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
CORNERSTONE HOMEOWNERS ASSOCIATION,11691-2004,REG,283,(702) 990-9707,C/O KALLFELZ TEAM DBA HOA MANAGEMENT,6595 W SMOKE RANCH STE 110,LAS VEGAS,NV,89108,Clark,nevada community management,nevada community management,nevada community management,nevada community management,9500 w flamingo rd,False
CORONADO FALLS HOMEOWNERS ASSOCIATION,0591792017-0,REG,71,(702) 515-2042,C/O THOROUGHBRED MANAGEMENT,2555 W. CHEYENNE AVE.,N. LAS VEGAS,NV,89032,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
CORONADO HOMEOWNERS ASSOCIATION,2582-2004,SUB,174,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,incline property management,incline property management,incline property management,incline property management,848 tanager st,False
CORONADO PALMS HOMEOWNERS' ASSOCIATION,0465092006-0,REG,384,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,prime community management,prime community management,prime community management,prime community management,181 n arroyo grande blvd,False
CORONADO RANCH 5 HOMEOWNERS ASSOCIATION,0433482018-3,REG,324,(702) 737-8580,C/O FIRST SERVICE RESIDENTIAL,8290 ARVILLE STREET,LAS VEGAS,NV,89139,Clark,camco,camco,camco,camco,p o box 400518,False
CORONADO RANCH ESTATES HOMEOWNERS ASSOCIATION,0135592019-6,REG,9,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,pandg,pandg,pandg,pandg,129 w lake mead pkwy,False
CORONADO RANCH II LANDSCAPE MAINTENANCE CORPORATION,12936-2002,REG,358,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,terra west management service,terra west management service,terra west management service,terra west management service,10651 professional cir,False
CORONADO RANCH III LANDSCAPE MAINTENANCE ASSOCIATION,21374-2003,REG,1564,(702) 737-8580,C/O FIRSTSERVICE RESIDENTIAL NEVADA LLC,8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,terra west management service,terra west management service,terra west management service,terra west management service,450 hillside dr,False
"CORONADO RANCH IV LANDSCAPE MAINTENANCE CORPORATION, A NEVADA NON-PROFIT CORPORATION",26951-2004,REG,1439,(702) 737-8580,C/O FIRSTSERVICE RESIDENTIAL,8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,taylor association management,taylor association management,taylor association management,taylor association management,259 n peco rd,False
CORONADO RANCH LANDSCAPE MAINTENANCE CORPORATION,9130-1999,REG,384,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,prime community management,prime community management,prime community management,prime community management,181 n arroyo grande blvd,False
CORONADO RANCH STREET AND LANDSCAPE MAINT. CORP,9237-1999,REG,374,(702) 458-2580,C/O COLONIAL PROPERTY MANAGEMENT,8595 S EASTERN AVE,LAS VEGAS,NV,89123,Clark,thoroughbred management,thoroughbred management,thoroughbred management,thoroughbred management,710 coronado center dr,False
CORONADO TOWNHOMES HOMEOWNERS ASSOCIATION,0484392005-8,REG,14,(702) 345-2200,C/O COLONIAL PROPERTY MANAGEMENT,736 W PIONEER BLVD STE 200,MESQUITE,NV,89027,Clark,summerlin community management,summerlin community management,summerlin community management,summerlin community management,2120 snow trail,False
CORTA BELLA COMMUNITY ASSOCIATION INC,5036-1993,SUB,128,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89128,Clark,incline property management,incline property management,incline property management,incline property management,848 tanager st,False
CORTE MADERA HOMEOWNERS ASSOCIATION,7318-1998,REG,195,(702) 851-7660,C/O NICKLIN PROPERTY MANAGEMENT & INVESTMENTS INC,375 N STEPHANIE ST STE 911B,HENDERSON,NV,89014,Clark,equu management group,equu management group,equu management group,equu management group,5480 reno corporate dr,False
CORTERRA HOMEOWNERS' ASSOCIATION,0352782018-1,REG,53,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,associa sierra north,associa sierra north,associa sierra north,associa sierra north,10509 professional cir,False
CORTEZ HEIGHTS HOMEOWNERS ASSOCIATION,31805-2003,REG,239,(702) 362-0318,C/O PERFORMANCE CAM LLC,5135 CAMINO AL NORTE STE 100,N LAS VEGAS,NV,89031,Clark,colonial property management,colonial property management,colonial property management,colonial property management,736 w pioneer blvd,False
CORTINA HOMEOWNERS ASSOCIATION,5474-2003,REG,105,(702) 795-1740,C/O SHANNON DAY PROPERTY MANAGEMENT,PO BOX 97512,LAS VEGAS,NV,89193,Clark,thoroughbred management,thoroughbred management,thoroughbred management,thoroughbred management,2555 w cheyenne ave,False
CORTONA AT SOUTHERN HIGHLANDS HOMEOWNERS ASSOCIATION,0352202015-0,SUB,291,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,pandg,pandg,pandg,pandg,129 w lake mead pkwy,False
CORTONA HILLS @ SOUTHERN HIGHLANDS,SAME AS MASTER,SAM,119,,C/O OLYMPIA MANAGEMENT SERVICES,11411 SOUTHERN HIGHLANDS PKWY STE 120,LAS VEGAS,NV,89141,Clark,first columbia community management,first columbia community management,first columbia community management,first columbia community management,po box 28759,False
CORTONA LIMITED HOMEOWNERS ASSOCIATION,35477-2004,REG,95,(702) 251-4360,C/O TERRA WEST MANAGEMENT SERVICES,PO BOX 80900,LAS VEGAS,NV,89180,Clark,pandg,pandg,pandg,pandg,129 w lake mead pkwy,False
"COSMOPOLITAN OF LAS VEGAS EAST TOWER UNIT OWNERS ASSOCIATION, THE",0348152010-2,REG,3000,(702) 698-7253,,3708 LAS VEGAS BLVD S,LAS VEGAS,NV,89109,Clark,,,,,,
"COSMOPOLITAN OF LAS VEGAS WEST TOWER UNIT OWNERS ASSOCIATION, THE",0349412010-5,REG,3000,(702) 698-7253,,3708 LAS VEGAS BLVD S,LAS VEGAS,NV,89109,Clark,,,,,,
COSTA SMERALDA OWNERS' ASSOCIATION,13326-2002,REG,8,(702) 754-0000,"C/O INTEGRITY BASED MANAGEMENT, LLC",5715 S SANDHILL RD,LAS VEGAS,NV,89120,Clark,associa nevada south,associa nevada south,associa nevada south,associa nevada south,7670 w lake mead blvd,False
COTTAGE GROVE ESTATES HOMEOWNERS ASSOCIATION INC,0728972006-4,REG,141,(702) 737-8580,C/O FIRSTSERVICE RESIDENTIAL NEVADA LLC,8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,colonial property management,colonial property management,colonial property management,colonial property management,8595 s eastern ave,False
COTTAGES AT CARSON VALLEY HOMEOWNERS ASSOCIATION,0650292009-2,REG,81,(775) 674-8000,"C/O KENYON & ASSOCIATES, INC",645 SIERRA ROSE DR STE 104,RENO,NV,89511,Douglas,camco,camco,camco,camco,po box 400518,False
"COTTAGES AT CENTENNIAL RANCH HOMEOWNERS ASSOCIATION, THE",6233-2004,REG,360,(702) 251-4542,C/O TERRA WEST MANAGEMENT SERVICES,PO BOX 80900,LAS VEGAS,NV,89180,Clark,tsunami propertie,tsunami propertie,tsunami propertie,tsunami propertie,po box 95161,False
"COTTAGES AT INDIAN HILLS HOMEOWNERS' ASSOCIATION, THE",0234582009-3,REG,48,(775) 749-4041,C/O COTTAGES AT INDIAN HILLS HOA,PO BOX 11026,ZEPHYR COVE,NV,89448,Douglas,eugene burger management,eugene burger management,eugene burger management,eugene burger management,5011 meadowood mall way,False
COTTAGES AT KILEY RANCH HOMEOWNERS' ASSOCIATION,0785922005-7,REG,80,(775) 853-9777,C/O TERRA WEST MANAGEMENT SERVICES,10651 PROFESSIONAL CIR STE A,RENO,NV,89521,Washoe,taylor association management,taylor association management,taylor association management,taylor association management,259 n peco rd,False
"COTTAGES COMMUNITY ASSOCIATION, THE",0249172017-1,REG,67,(702) 202-4330,C/O PANDG,129 W. LAKE MEAD PKWY STE 16,HENDERSON,NV,89015,Clark,ponderosa property management,ponderosa property management,ponderosa property management,ponderosa property maintenance,p o box 4675,False
"COTTAGES HOMEOWNERS ASSOCIATION, INC., THE",1649-2004,REG,132,(702) 301-2353,C/O CANNON MANAGEMENT COMPANY,7473 W LAKE MEAD BLVD. STE 100,LAS VEGAS,NV,89128,Clark,ponderosa property maintenance,ponderosa property maintenance,ponderosa property maintenance,ponderosa property maintenance,po box 4453,False
"COTTAGES OF RENO HOMEOWNERS ASSOCIATION, THE",0051402006-9,REG,109,(775) 852-2224,C/O EQUUS MANAGEMENT GROUP,5480 RENO CORPORATE DR,RENO,NV,89511,Washoe,crystal shore maintenance,crystal shore maintenance,crystal shore maintenance,crystal shore maintenance,po box 4907,False
COTTAGES ON THE GREEN HOMEOWNERS' ASSOCIATION,0549582005-9,REG,3,(925) 989-2690,"C/O R/A'S OF AMERICA, INC.",1504 US HWY 395N UNIT 8,GARDNERVILLE,NV,89410,Washoe,associa nevada south,associa nevada south,associa nevada south,associa nevada south,7670 w lake mead blvd,False
COTTONWOOD AT SUNRISE MOUNTAIN HOMEOWNERS ASSOCIATION,18195-2000,REG,120,(702) 851-7660,C/O NICKLIN PROPERTY MANAGEMENT & INVESTMENTS INC,375 N STEPHANIE ST STE 911-B,HENDERSON,NV,89014,Clark,nevada finest propertie,nevada finest propertie,nevada finest propertie,nevada finest propertie,568 e russell rd,False
COTTONWOOD COMMUNITY ASSOCIATION,0259392019-1,REG,119,(702) 639-8410,C/O SOLEIL ASSOCIATION MANAGEMENT,5096 WEST POST RD,LAS VEGAS,NV,89118,Clark,gaston wilkerson association,gaston wilkerson association service,gaston wilkerson association service,gaston wilkerson association service,1675 robb dr,True
"COTTONWOOD COURT TOWNHOMES HOMEOWNERS ASSOCIATION, INC.",9504-1997,REG,20,(775) 782-4646,C/O LYNN CAULEY REAL ESTATE MANAGEMENT,1374 HWY 395,GARDNERVILLE,NV,89410,Carson City,gaston wilkerson association service,gaston wilkerson association service,gaston wilkerson association service,gaston wilkerson association service,1675 robb dr,False
COTTONWOOD HOMEOWNERS ASSOCIATION,8755-1995,REG,512,(702) 262-9091,C/O REGAL PROPERTY MANAGEMENT LLC,3945 W RENO AVE STE E,LAS VEGAS,NV,89118,Clark,equu management group,equu management group,equu management group,equu management group,5480 reno corporate dr,False
"COTTONWOOD LAKE HOMEOWNERS ASSOCIATION, INC.",0741942007-9,REG,65,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89128,Clark,summerlin community management,summerlin community management,summerlin community management,summerlin community management,2120 snow trail,False
COTTONWOOD ON ALEXANDER HOMEOWNERS ASSOCIATION,29953-2001,REG,130,(702) 362-0318,C/O PERFORMANCE CAM LLC,5135 CAMINO AL NORTE STE 100,N LAS VEGAS,NV,89031,Clark,summerlin community management,summerlin community management,summerlin community management,summerlin community management,2120 snow trail,False
COTTONWOOD TERRACE COMMUNITY ASSOCIATION,9027-1999,SUB,212,(702) 737-8580,C/O FIRSTSERVICE RESIDENTIAL NEVADA LLC,8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
COTTONWOOD VILLAGE HOMEOWNERS ASSOCIATION,3101-1986,REG,19,(775) 783-9392,,"1179 COTTONWOOD, UNIT 13",GARDNERVILLE,NV,89410,Douglas,,,,,,
COTTONWOODS OWNERS ASSOCIATION,3355-1992,REG,255,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89128,Nye,eugene burger management,eugene burger management,eugene burger management,eugene burger management,5011 meadowood mall wy,False
"COUNTRY CLUB COURT HOMEOWNERS ASSOCIATION, INC.",8525-1991,REG,9,(775) 831-0171,,928 WENDY LN STE 10,INCLINE VILLAGE,NV,89451,Washoe,,,,,,
COUNTRY CLUB GARDENS HOMEOWNERS ASSOCIATION INC,23158-1998,SUB,85,(702) 737-0190,"C/O PROPERTY GROUP, THE",3286 BRENTWOOD ST,LAS VEGAS,NV,89121,Clark,thoroughbred management,thoroughbred management,thoroughbred management,thoroughbred management,2555 w cheyenne ave,False
COUNTRY CLUB HILLS COMMUNITY ASSOCIATION,13783-1992,SUB,171,(702) 639-8410,C/O SOLEIL ASSOCIATION MANAGEMENT,5096 W POST ROAD,LAS VEGAS,NV,89118,Clark,terra west management service,terra west management service,terra west management service,terra west management service,po box 80900,False
"COUNTRY CLUB HOMEOWNERS, INC",5057-1994,REG,10,(775) 782-4646,,1374 US HWY 395,GARDNERVILLE,NV,89410,Douglas,,,,,,
COUNTRY CLUB MALL HOMEOWNERS ASSOCIATION,2187-1973,REG,36,(775) 832-6604,C/O INCLINE PROPERTY MANAGEMENT,848 TANAGER ST STE M,INCLINE VILLAGE,NV,89451,Washoe,desert hoa management,desert hoa management,desert hoa management,desert hoa management,po box 750639,False
